Time,Title,Types,Number of reads,Comments,Author
05-02 19:41,汇丰控股削目标价至约61.5元,研报,1478,0,汇丰控股资讯
05-02 18:00,董事會成員名單及角色與職務,公告,837,0,汇丰控股资讯
05-02 09:05,君阳邓声兴: 汇控目标68元   止蚀61.5元,资讯,1666,0,汇丰控股资讯
05-02 08:54,范智廉指汇控在可见将来会维持现时每年派息,资讯,2357,0,汇丰控股资讯
04-29 16:48,股東周年大會聲明,公告,1278,0,汇丰控股资讯
04-29 14:04,環境、社會及管治報告,公告,991,0,汇丰控股资讯
04-29 00:53,2017年股東周年大會投票表決結果,公告,1399,0,汇丰控股资讯
04-28 09:48,匯豐董事會職責變動,公告,849,0,汇丰控股资讯
04-27 20:48,施俊仁获任为汇丰控股高级独立非执行董事,资讯,1725,0,汇丰控股资讯
04-27 15:29,汇控憧憬再有新一轮回购 现价涨近1%,资讯,1481,0,汇丰控股资讯
04-27 14:31,"汇丰控股有一宗大手成交  涉资4,311.18万元",资讯,1038,0,汇丰控股资讯
04-27 13:22,高盛预测汇控首季纯利23.95亿美元  并上调,资讯,1540,0,汇丰控股资讯
04-26 16:06,"汇丰控股有一宗大手成交  涉资2,339.84万元",资讯,805,0,汇丰控股资讯
04-26 14:13,德银：降汇控目标价 预计首季税前盈利53亿,资讯,1884,1,汇丰控股资讯
04-25 23:26,1Q17 preview: top line momentum to remai,研报,1449,0,汇丰控股资讯
04-25 15:44,德银：维持汇控“持有”评级 预期下半年回,资讯,1513,0,汇丰控股资讯
04-25 13:40,"汇丰控股有2宗大手成交  共涉资4,464.4万元",资讯,1015,0,汇丰控股资讯
04-25 10:45,"汇丰控股有一宗大手成交  涉资2,904.72万元",资讯,880,0,汇丰控股资讯
04-24 15:45,汇控收复10天线,资讯,1018,0,汇丰控股资讯
04-24 15:36,汇控下月4日发布季绩 升幅扩至2%,资讯,1341,0,汇丰控股资讯
04-24 12:34,董事會成員名單及角色與職務,公告,935,0,汇丰控股资讯
04-24 11:13,里昂：预计汇控渣打首季盈利能力仍受压 维,资讯,1397,0,汇丰控股资讯
04-24 09:20,汇丰控股非执行董事华尔士辞职,资讯,862,0,汇丰控股资讯
04-23 18:36,董事辭任,公告,1583,0,汇丰控股资讯
04-23 14:15,汇丰控股重申中性评级，目标价61.7元,研报,1899,0,汇丰控股资讯
04-21 15:16,"汇丰控股有一宗大手成交  涉资2,304.46万元",资讯,947,0,汇丰控股资讯
04-21 09:38,"汇丰控股开市前有一宗大手成交  涉资4,013.",资讯,818,0,汇丰控股资讯
04-20 16:09,"汇丰控股开市前有一宗大手成交  涉资4,362.",资讯,594,0,汇丰控股资讯
04-20 15:06,"汇丰控股有一宗大手成交  涉资5,736.24万元",资讯,763,0,汇丰控股资讯
04-19 16:46,2017年第一季盈利公布及2017年度第一次股息,公告,4780,0,汇丰控股资讯
04-19 15:44,"汇丰控股开市前有一宗大手成交  涉资2,469.",资讯,3376,0,汇丰控股资讯
04-19 15:28,"汇丰控股有一宗大手成交  涉资6,088.4万元",资讯,1089,1,汇丰控股资讯
04-18 16:19,汇丰控股有3宗大手成交  涉资1.07亿元,资讯,900,0,汇丰控股资讯
04-18 13:23,汇丰控股－公司回购股份纪录,资讯,1833,1,汇丰控股资讯
04-16 14:59,汇丰控股同意支付200万美元以了结民事欺诈,资讯,1366,0,汇丰控股资讯
04-14 14:24,汇丰控股－公司回购股份纪录,资讯,1782,1,汇丰控股资讯
04-14 09:36,汇丰控股给予中性评级，看58港元,研报,2327,0,汇丰控股资讯
04-13 17:58,翌日披露報表,公告,1338,0,汇丰控股资讯
04-13 16:14,"汇丰控股有一宗大手成交  涉资4,052.53万元",资讯,995,0,汇丰控股资讯
04-13 15:43,汇丰控股有2宗大手成交  涉资5020万元,资讯,840,0,汇丰控股资讯
04-13 15:43,汇控午後跌幅扩大至逾1%,资讯,852,0,汇丰控股资讯
04-13 09:11,汇丰控股回购350万股,资讯,975,0,汇丰控股资讯
04-13 09:00,汇丰控股注销350万股,资讯,1056,0,汇丰控股资讯
04-13 08:48,汇丰回购14万股,资讯,1233,0,汇丰控股资讯
04-13 08:26,本身股份之交易,公告,1438,0,汇丰控股资讯
04-12 19:16,翌日披露報表,公告,1058,0,汇丰控股资讯
04-12 08:35,本身股份之交易,公告,1158,0,汇丰控股资讯
04-11 18:24,翌日披露報表,公告,1161,0,汇丰控股资讯
04-11 12:55,瑞信：维持汇丰控股“中性”评级 目标价58,资讯,1320,0,汇丰控股资讯
04-11 11:10,汇丰控股：维持中性评级，目标价72港元,研报,1912,0,汇丰控股资讯
04-11 10:35,汇丰控股回购323.76万股,资讯,886,0,汇丰控股资讯
04-11 09:16,汇丰控股维持中性评级，目标价58港元,研报,1429,0,汇丰控股资讯
04-11 08:37,汇丰控股注销300万股,资讯,1346,0,汇丰控股资讯
04-11 08:11,本身股份之交易,公告,1219,0,汇丰控股资讯
04-10 17:45,翌日披露報表,公告,1298,0,汇丰控股资讯
04-10 13:58,港股通资金净流入21亿港元 汇丰居活跃股首,资讯,1067,0,汇丰控股资讯
04-10 13:54,汇丰控股注销323.76万股,资讯,1185,0,汇丰控股资讯
04-10 11:26,小摩：微降汇控目标价至72港元 维持“中性,资讯,1209,1,汇丰控股资讯
04-10 07:54,本身股份之交易,公告,1512,0,汇丰控股资讯
04-07 19:48,翌日披露報表,公告,2204,0,汇丰控股资讯
04-07 14:50,汇丰控股回购347万股,资讯,827,0,汇丰控股资讯
04-07 13:48,汇控本轮回购股份计划已完成超过九成,资讯,2054,0,汇丰控股资讯
04-07 11:04,汇丰回购412.9万股,资讯,916,0,汇丰控股资讯
04-07 08:27,本身股份之交易,公告,1297,0,汇丰控股资讯
04-06 18:55,翌日披露報表,公告,1249,0,汇丰控股资讯
04-06 16:45,汇丰控股回购381.19万股,资讯,837,0,汇丰控股资讯
04-06 16:10,瑞信：预计汇控今年环球贸易及融资收入增5% 评级“中,资讯,1426,2,汇丰控股资讯
04-06 10:46,汇丰回购347万股,资讯,961,0,汇丰控股资讯
04-06 08:16,本身股份之交易,公告,1364,0,汇丰控股资讯
04-05 17:47,翌日披露報表,公告,1307,0,汇丰控股资讯
04-05 15:53,"汇丰控股有一宗大手成交  涉资3,565.17万元",资讯,620,0,汇丰控股资讯
04-05 15:52,"汇丰控股有一宗大手成交  涉资2,927.84万元",资讯,735,0,汇丰控股资讯
04-05 15:07,银行股偏软 汇控软近1% 渣打更挫逾3%,资讯,1516,0,汇丰控股资讯
04-05 13:37,汇丰控股回购并注销277.48万股,资讯,979,0,汇丰控股资讯
04-05 08:33,翌日披露報表,公告,1619,0,汇丰控股资讯
04-05 08:29,本身股份之交易,公告,1703,0,汇丰控股资讯
04-05 08:22,本身股份之交易,公告,1710,0,汇丰控股资讯
04-04 16:10,本身股份之交易,公告,582,0,汇丰控股资讯
04-04 16:00,花旗：汇控目标价降至69.8港元 维持“买入”评级,资讯,1347,1,汇丰控股资讯
04-04 15:04,翌日披露報表,公告,582,0,汇丰控股资讯
04-04 14:18,截至2017年3月31日止月份之股份發行人的證券變動月報,公告,604,0,汇丰控股资讯
03-31 20:11,翌日披露報表,公告,2330,0,汇丰控股资讯
03-31 10:26,汇丰控股回购260万股,资讯,1771,0,汇丰控股资讯
03-31 08:19,本身股份之交易,公告,1069,0,汇丰控股资讯
03-31 04:36,翌日披露報表,公告,678,0,汇丰控股资讯
03-30 09:25,汇丰控股回购292万股,资讯,1402,0,汇丰控股资讯
03-30 08:19,本身股份之交易,公告,944,0,汇丰控股资讯
03-29 17:30,翌日披露報表,公告,1114,0,汇丰控股资讯
03-29 17:13,2016年度第四次股息,公告,2127,0,汇丰控股资讯
03-29 17:03,汇丰控股将发行2.41亿股予已选择以股代息的股东,资讯,2132,0,汇丰控股资讯
03-29 13:45,汇丰控股回购232.2万股,资讯,925,0,汇丰控股资讯
03-29 08:24,本身股份之交易,公告,1042,0,汇丰控股资讯
03-28 17:01,翌日披露報表,公告,1032,0,汇丰控股资讯
03-28 16:19,汇丰回应裁员传闻：没有第二波,资讯,3005,0,汇丰控股资讯
03-28 09:04,汇丰控股回购450万股,资讯,1300,0,汇丰控股资讯
03-28 09:00,港人眼中的“铁饭碗”也碎了！汇丰香港裁员扩及IT员工,资讯,5394,1,汇丰控股资讯
03-28 08:14,本身股份之交易,公告,980,0,汇丰控股资讯
03-27 21:40,汇丰控股将于4月6日派发第四次股息每股0.21美元,资讯,1879,0,汇丰控股资讯
03-27 21:16,2016年度第四次股息,公告,2196,0,汇丰控股资讯
03-27 17:25,翌日披露報表,公告,992,0,汇丰控股资讯
03-27 16:32,"汇丰控股有一宗大手成交  涉资2,260.8万元",资讯,768,0,汇丰控股资讯
03-27 16:31,"汇丰控股有一宗大手成交  涉资3,140万元",资讯,679,0,汇丰控股资讯
03-27 16:30,汇丰控股有4宗大手成交  涉资1.33亿元,资讯,670,0,汇丰控股资讯
03-27 10:08,本身股份之交易,公告,1384,0,汇丰控股资讯
03-27 08:43,汇丰控股回购225.32万股,资讯,1403,0,汇丰控股资讯
03-24 18:24,翌日披露報表,公告,3985,0,汇丰控股资讯
03-24 14:19,本身股份之交易,公告,1298,0,汇丰控股资讯
03-24 09:45,汇丰控股回购600万股,资讯,1285,0,汇丰控股资讯
03-23 18:41,翌日披露報表,公告,1078,0,汇丰控股资讯
03-23 09:51,汇丰控股回购624.5万股,资讯,1422,0,汇丰控股资讯
03-23 08:35,本身股份之交易,公告,1158,0,汇丰控股资讯
03-22 18:13,翌日披露報表,公告,958,0,汇丰控股资讯
03-22 16:13,被遗弃的伦敦：盘点汇控花旗等17家大行的“搬家”计划,资讯,2928,0,汇丰控股资讯
03-22 16:04,汇丰控股回购310万股,资讯,739,0,汇丰控股资讯
03-22 15:58,"汇丰控股有一宗大手成交  涉资3,142.38万元",资讯,741,0,汇丰控股资讯
03-22 15:33,英财政部调查汇控渣打200亿美元俄罗斯黑钱是如何洗白,资讯,1554,0,汇丰控股资讯
03-22 15:25,"汇丰控股有一宗大手成交  涉资3,717.43万元",资讯,598,0,汇丰控股资讯
03-22 14:06,汇丰控股－公司回购股份纪录,资讯,1188,0,汇丰控股资讯
03-22 14:05,"汇丰控股有一宗大手成交  涉资2,328.48万元",资讯,609,0,汇丰控股资讯
03-22 10:24,汇丰回购420万股,资讯,994,0,汇丰控股资讯
03-22 08:19,本身股份之交易,公告,1120,0,汇丰控股资讯
03-21 18:21,翌日披露報表,公告,943,0,汇丰控股资讯
03-21 16:09,汇控昨晚伦敦回购310万股 涉2040万镑,资讯,663,0,汇丰控股资讯
03-21 14:56,汇控伦敦再回购310万股,资讯,623,0,汇丰控股资讯
03-21 10:08,汇丰回购310万股,资讯,915,0,汇丰控股资讯
03-21 08:59,汇丰控股回购443.16万股,资讯,604,0,汇丰控股资讯
03-21 08:15,本身股份之交易,公告,949,0,汇丰控股资讯
03-20 19:12,翌日披露報表,公告,1104,0,汇丰控股资讯
03-20 14:24,"汇丰控股有一宗大手成交  涉资6,659.88万元",资讯,657,0,汇丰控股资讯
03-20 14:23,"汇丰控股有一宗大手成交  涉资2,933.47万元",资讯,577,0,汇丰控股资讯
03-20 10:59,"汇丰控股有一宗大手成交  涉资2,209.8万元",资讯,634,0,汇丰控股资讯
03-20 10:27,汇丰回购443万股,资讯,877,0,汇丰控股资讯
03-20 08:21,本身股份之交易,公告,1490,0,汇丰控股资讯
03-19 12:20,汇控没有耐性了 2亿吐血贱卖印度贷款组合,资讯,6356,3,汇丰控股资讯
03-17 17:37,翌日披露報表,公告,3867,0,汇丰控股资讯
03-17 14:58,"汇丰控股有一宗大手成交  涉资2,694.3万元",资讯,659,0,汇丰控股资讯
03-17 14:19,遭英税务部门调查的感觉怎么样？汇控欧智华萌生退休去,资讯,1137,0,汇丰控股资讯
03-17 11:29,汇控欧智华接受英税务部门调查 现微跌,资讯,1401,1,汇丰控股资讯
03-17 10:37,汇丰控股回购305万股,资讯,878,0,汇丰控股资讯
03-17 08:21,本身股份之交易,公告,1099,0,汇丰控股资讯
03-16 18:34,翌日披露報表,公告,974,0,汇丰控股资讯
03-16 16:22,"汇丰控股有一宗大手成交  涉资2,741.75万元",资讯,607,0,汇丰控股资讯
03-16 14:09,汇丰控股－公司回购股份纪录,资讯,885,0,汇丰控股资讯
03-16 09:19,汇丰控股回购351万股,资讯,675,0,汇丰控股资讯
03-16 09:14,汇丰回购250万股,资讯,914,0,汇丰控股资讯
03-16 08:18,本身股份之交易,公告,985,0,汇丰控股资讯
03-15 19:02,翌日披露報表,公告,1010,0,汇丰控股资讯
03-15 16:15,"汇丰控股有一宗大手成交  涉资2,778.75万元",资讯,627,0,汇丰控股资讯
03-15 15:48,汇控伦敦再回购351万股,资讯,498,0,汇丰控股资讯
03-15 11:18,汇丰控股回购355万股,资讯,650,0,汇丰控股资讯
03-15 10:34,汇丰控股回购351万股涉资约2.22亿港元,资讯,1098,0,汇丰控股资讯
03-15 08:16,本身股份之交易,公告,1131,0,汇丰控股资讯
03-14 21:09,A high quality external appointment,研报,1576,0,汇丰控股资讯
03-14 19:17,翌日披露報表,公告,966,0,汇丰控股资讯
03-14 15:56,汇控高级独董骆美思：胜任主席一职的女性寥,资讯,1116,0,汇丰控股资讯
03-14 15:52,"汇丰控股有一宗大手成交  涉资2,566.9万元",资讯,675,0,汇丰控股资讯
03-14 13:30,瑞信调低汇控3年每股盈测  目标价58元,资讯,1136,0,汇丰控股资讯
03-14 12:18,瑞信：汇控目标价仍看58元 评级“中性”,资讯,1173,0,汇丰控股资讯
03-14 09:50,"汇丰控股开市前有一宗大手成交  涉资3,567.",资讯,658,0,汇丰控股资讯
03-14 09:37,汇丰控股回购365万股,资讯,746,1,汇丰控股资讯
03-14 08:59,汇丰控股回购355万股 涉资约2.27亿港元,资讯,785,0,汇丰控股资讯
03-14 08:57,汇控伦敦再回购355万股,资讯,601,0,汇丰控股资讯
03-14 08:12,本身股份之交易,公告,991,0,汇丰控股资讯
03-13 19:20,翌日披露報表,公告,1316,0,汇丰控股资讯
03-13 16:04,"汇丰控股有一宗大手成交  涉资2,259.25万元",资讯,970,1,汇丰控股资讯
03-13 15:39,"汇丰控股有一宗大手成交  涉资3,704.88万元",资讯,525,0,汇丰控股资讯
03-13 15:39,杜嘉褀过档汇控 薪酬较友邦少近80%,资讯,1287,0,汇丰控股资讯
03-13 15:36,汇控委任友邦总裁杜嘉祺为董事及候任集团主,资讯,1117,0,汇丰控股资讯
03-13 14:51,德银：汇控任命杜嘉祺为新主席影响正面 评,资讯,1189,0,汇丰控股资讯
03-13 14:12,汇控委任杜嘉祺10月起接替范智廉为集团主席,资讯,3626,0,汇丰控股资讯
03-13 11:24,汇丰控股回购285.42万股,资讯,634,0,汇丰控股资讯
03-13 10:24,"汇丰控股有一宗大手成交  涉资2,025.02万元",资讯,588,0,汇丰控股资讯
03-13 10:16,传友邦保险杜嘉祺或接范智廉任汇控主席,资讯,1410,0,汇丰控股资讯
03-13 10:08,汇丰委任杜嘉祺为集团非执行主席,资讯,1340,0,汇丰控股资讯
03-13 10:07,汇丰回购365万股,资讯,855,0,汇丰控股资讯
03-13 09:04,汇控上周五晚于伦敦回购365万股 涉2435万镑,资讯,828,0,汇丰控股资讯
03-13 07:09,本身股份之交易,公告,1588,0,汇丰控股资讯
03-13 06:54,匯豐委任杜嘉祺接替范智廉為集團主席,公告,2171,0,汇丰控股资讯
03-10 23:15,利息收益率与风险加权资产净额可望恢复上升,研报,6752,0,汇丰控股资讯
03-10 18:13,翌日披露報表,公告,4945,0,汇丰控股资讯
03-10 16:04,"汇丰控股有一宗大手成交  涉资2,494.8万元",资讯,883,1,汇丰控股资讯
03-10 13:06,汇丰控股－公司回购股份纪录,资讯,1148,0,汇丰控股资讯
03-10 11:05,汇丰回购285.4万股,资讯,874,0,汇丰控股资讯
03-10 08:17,本身股份之交易,公告,1226,0,汇丰控股资讯
03-10 06:41,大笨象汇丰控股还能跳起舞吗,资讯,4894,0,汇丰控股资讯
03-09 17:49,翌日披露報表,公告,1165,0,汇丰控股资讯
03-09 16:14,汇控再售美按揭资产目标是卖完！,资讯,1078,0,汇丰控股资讯
03-09 14:55,"汇丰控股有一宗大手成交  涉资4,237.74万元",资讯,607,0,汇丰控股资讯
03-09 10:42,汇丰控股回购228.23万股,资讯,662,0,汇丰控股资讯
03-09 10:05,汇丰控股回购258万股涉资约1.63亿港元,资讯,1061,0,汇丰控股资讯
03-09 07:54,本身股份之交易,公告,1159,0,汇丰控股资讯
03-08 18:07,翌日披露報表,公告,1041,0,汇丰控股资讯
03-08 15:48,"汇丰控股有一宗大手成交  涉资2,126.05万元",资讯,713,0,汇丰控股资讯
03-08 10:59,高盛：汇控前景困难 目标价微降至70港元,资讯,1628,1,汇丰控股资讯
03-08 10:36,当回购成为代名词 大笨象汇丰控股还能跳起,资讯,6163,1,汇丰控股资讯
03-08 09:22,汇丰控股回购228万股涉资约1.44亿港元,资讯,689,0,汇丰控股资讯
03-08 08:12,本身股份之交易,公告,1254,0,汇丰控股资讯
03-07 23:05,2017年股東周年大會通告,公告,1494,0,汇丰控股资讯
03-07 23:05,2017年股東周年大會代表委任表格,公告,1069,0,汇丰控股资讯
03-07 22:57,2016年度第四次股息; 以股代息,公告,2622,0,汇丰控股资讯
03-07 22:57,於2016年12月31日的資本及風險管理第三支柱,公告,1379,0,汇丰控股资讯
03-07 22:56,2017年股東周年大會通告,公告,1165,0,汇丰控股资讯
03-07 22:52,2016年報及賬目(附僱員股份計劃),公告,1265,0,汇丰控股资讯
03-07 18:22,翌日披露報表,公告,1061,0,汇丰控股资讯
03-07 08:56,汇丰控股回购203万股涉资约1.28亿港元,资讯,896,0,汇丰控股资讯
03-07 08:14,本身股份之交易,公告,1115,0,汇丰控股资讯
03-06 18:22,翌日披露報表,公告,1454,0,汇丰控股资讯
03-06 17:57,汇丰控股发行或有可转换证券获联交所豁免,资讯,1196,0,汇丰控股资讯
03-06 17:50,根據香港上市規則第13.36(1)條就或有可轉換,公告,1456,0,汇丰控股资讯
03-06 15:05,报道称汇控美国业务「水浸」 料添回购弹药,资讯,1167,0,汇丰控股资讯
03-06 14:40,"汇丰控股有一宗大手成交  涉资2,353.57万元",资讯,721,0,汇丰控股资讯
03-06 14:15,汇丰控股回购316.65万股,资讯,640,0,汇丰控股资讯
03-06 09:08,汇丰回购322.3万股,资讯,1069,0,汇丰控股资讯
03-06 08:25,本身股份之交易,公告,1771,0,汇丰控股资讯
03-03 18:26,翌日披露報表,公告,5170,0,汇丰控股资讯
03-03 16:17,"汇丰控股有一宗大手成交  涉资4,417万元",资讯,776,0,汇丰控股资讯
03-03 14:27,汇控伦敦再回购316.65万股,资讯,734,0,汇丰控股资讯
03-03 14:25,汇丰控股回购415万股,资讯,627,0,汇丰控股资讯
03-03 09:54,4Q16–disappointed.Potential upside post,研报,702,0,汇丰控股资讯
03-03 09:15,汇丰回购316.6万股,资讯,914,0,汇丰控股资讯
03-03 08:22,本身股份之交易,公告,1514,0,汇丰控股资讯
03-02 18:25,汇丰控股将派发2016年度第四次股息每股0.21,资讯,2929,1,汇丰控股资讯
03-02 18:17,2016年度第四次股息以股代息選擇,公告,2290,0,汇丰控股资讯
03-02 18:14,翌日披露報表,公告,1010,0,汇丰控股资讯
03-02 17:10,截至2017年2月28日止月份之股份發行人的證券變動月報,公告,1106,0,汇丰控股资讯
03-02 10:49,汇丰控股回购460万股,资讯,704,0,汇丰控股资讯
03-02 10:28,汇控连日回购现升2% 渣打涨3%,资讯,1158,0,汇丰控股资讯
03-02 09:27,汇丰控股再回购415万股涉资约2.61亿港元,资讯,898,0,汇丰控股资讯
03-02 08:14,本身股份之交易,公告,1327,0,汇丰控股资讯
03-01 18:18,翌日披露報表,公告,1197,0,汇丰控股资讯
03-01 15:28,汇丰控股回购370万股,资讯,756,0,汇丰控股资讯
03-01 10:27,汇丰控股回购460万股涉资约2.856亿港元,资讯,958,0,汇丰控股资讯
03-01 08:19,本身股份之交易,公告,1140,0,汇丰控股资讯
02-28 18:43,翌日披露報表,公告,1404,0,汇丰控股资讯
02-28 16:16,汇丰控股有2宗大手成交  涉资1.06亿元,资讯,801,0,汇丰控股资讯
02-28 15:50,汇丰控股有4宗大手成交  涉资1.07亿元,资讯,745,0,汇丰控股资讯
02-28 14:28,"汇丰控股有一宗大手成交  涉资2,369.44万元",资讯,748,1,汇丰控股资讯
02-28 11:18,"汇丰控股有一宗大手成交  涉资3,774.54万元",资讯,828,0,汇丰控股资讯
02-28 09:46,汇丰控股回购410万股,资讯,700,0,汇丰控股资讯
02-28 09:02,汇控昨晚再回购370万股 涉2410万镑,资讯,838,0,汇丰控股资讯
02-28 09:00,汇丰控股再回购370万股涉资约2.326亿港元,资讯,909,0,汇丰控股资讯
02-28 08:57,汇控再回购370万股,资讯,574,0,汇丰控股资讯
02-28 08:11,本身股份之交易,公告,1232,0,汇丰控股资讯
02-27 19:02,翌日披露報表,公告,1483,0,汇丰控股资讯
02-27 16:35,汇控再回购410万股,资讯,830,0,汇丰控股资讯
02-27 16:35,"汇丰控股有一宗大手成交  涉资2,087.47万元",资讯,694,0,汇丰控股资讯
02-27 16:35,"汇丰控股有一宗大手成交  涉资3,563.28万元",资讯,559,0,汇丰控股资讯
02-27 16:30,"汇丰控股有2宗大手成交  共涉资4,775.4万元",资讯,477,0,汇丰控股资讯
02-27 16:19,"汇丰控股有一宗大手成交  涉资2,262.6万元",资讯,869,1,汇丰控股资讯
02-27 16:14,"汇丰控股有一宗大手成交  涉资2,621.67万元",资讯,636,0,汇丰控股资讯
02-27 15:49,"汇丰控股有一宗大手成交  涉资7,430.5万元",资讯,698,0,汇丰控股资讯
02-27 15:27,"汇丰控股有2宗大手成交 共涉资5,381.72万元",资讯,638,0,汇丰控股资讯
02-27 14:06,"汇丰控股有一宗大手成交  涉资2,911.01万元",资讯,819,1,汇丰控股资讯
02-27 11:03,"汇丰控股有一宗大手成交  涉资3,777万元",资讯,569,0,汇丰控股资讯
02-27 10:56,瑞银：汇丰控股下降空间有限 维持“中性”评级,资讯,1116,0,汇丰控股资讯
02-27 10:27,汇丰回购410万股,资讯,1202,0,汇丰控股资讯
02-27 08:24,本身股份之交易,公告,1830,0,汇丰控股资讯
02-26 10:56,汇丰控股重申买入评级，目标价69港元,研报,3710,0,汇丰控股资讯
02-26 10:50,汇丰控股维持持有评级，目标价61港元,研报,3729,0,汇丰控股资讯
02-26 10:14,汇丰控股维持增持评级，目标价70港元,研报,3415,0,汇丰控股资讯
02-26 10:08,汇丰控股重申卖出评级，目标价48港元,研报,3713,0,汇丰控股资讯
02-25 22:02,汇丰控股资本回报已反映于现价，维持中性评,研报,953,0,汇丰控股资讯
02-25 21:50,汇丰控股维持中性评级，目标价58港元,研报,899,0,汇丰控股资讯
02-25 21:49,汇丰控股给予持有评级，目标价64港元,研报,851,0,汇丰控股资讯
02-25 21:49,汇丰控股目标价升至77.61元，重申买入评级,研报,1047,0,汇丰控股资讯
02-25 21:48,摩根大通维持中性评级，目标价73港元,研报,873,0,汇丰控股资讯
02-25 21:48,汇丰控股目标价升至73元，维持中性评级,研报,803,0,汇丰控股资讯
02-24 17:45,翌日披露報表,公告,5268,0,汇丰控股资讯
02-24 16:57,"汇丰控股有一宗大手成交  涉资2,175.12万元",资讯,698,0,汇丰控股资讯
02-24 14:03,"汇丰控股有一宗大手成交  涉资2,645.76万元",资讯,936,1,汇丰控股资讯
02-24 12:16,汇丰控股－公司回购股份纪录,资讯,2070,0,汇丰控股资讯
02-24 10:59,"汇丰控股有一宗大手成交  涉资2,212.58万元",资讯,829,0,汇丰控股资讯
02-24 10:02,汇丰控股回购411.3万股,资讯,918,0,汇丰控股资讯
02-24 09:13,汇丰控股再回购416.9万股涉资约2.69亿港元,资讯,1254,0,汇丰控股资讯
02-24 08:13,本身股份之交易,公告,1438,0,汇丰控股资讯
02-24 06:22,汇丰未来股价还靠“发钱”稳定吗,资讯,2545,0,汇丰控股资讯
02-23 18:02,翌日披露報表,公告,1559,0,汇丰控股资讯
02-23 16:00,"汇丰控股有一宗大手成交  涉资3,358.99万元",资讯,1118,0,汇丰控股资讯
02-23 15:36,汇控昨晚开始回购 末期息今除净 现价逆市靠,资讯,2038,0,汇丰控股资讯
02-23 15:16,"汇丰控股有一宗大手成交  涉资2,339.45万元",资讯,951,0,汇丰控股资讯
02-23 14:30,"汇丰控股有一宗大手成交  涉资2,010.18万元",资讯,644,0,汇丰控股资讯
02-23 14:17,"汇丰控股有一宗大手成交  涉资2,446.06万元",资讯,646,0,汇丰控股资讯
02-23 13:49,惠誉：汇控开支仍较大 预期今年盈利前景疲,资讯,1772,0,汇丰控股资讯
02-23 10:59,汇控展开新一轮回购 股价靠稳,资讯,1335,0,汇丰控股资讯
02-23 09:07,汇丰回购411.3万股,资讯,1978,1,汇丰控股资讯
02-23 08:23,本身股份之交易,公告,1681,0,汇丰控股资讯
02-22 16:20,汇丰控股有5宗大手成交  涉资1.47亿元,资讯,852,0,汇丰控股资讯
02-22 15:03,汇丰控股有3宗大手成交  涉资1.36亿元,资讯,1016,1,汇丰控股资讯
02-22 14:59,摩通料汇控股价短暂回调 或再回购,资讯,1420,0,汇丰控股资讯
02-22 14:52,汇控与瑞信订协议以进行第二次回购,资讯,1385,0,汇丰控股资讯
02-22 14:46,汇丰控股业绩再次下滑 未来股价靠啥稳定?,资讯,6348,2,汇丰控股资讯
02-22 14:25,汇控已与券商签订回购计划非委托协议,资讯,753,0,汇丰控股资讯
02-22 14:18,"汇丰控股有一宗大手成交  涉资3,918万元",资讯,618,0,汇丰控股资讯
02-22 14:17,汇丰控股有3宗大手成交  共涉资1.01亿元,资讯,641,0,汇丰控股资讯
02-22 14:04,"汇丰控股有一宗大手成交  涉资3,257.04万元",资讯,490,0,汇丰控股资讯
02-22 13:48,汇控回购早于预期大摩重申“增持” 但瑞银,资讯,1366,0,汇丰控股资讯
02-22 12:22,汇丰控股将对普通股展开回购 涉资10亿美元,资讯,1741,0,汇丰控股资讯
02-22 12:21,"汇丰控股有一宗大手成交  涉资2,781.3万元",资讯,1192,0,汇丰控股资讯
02-22 12:14,股份回購,公告,2590,0,汇丰控股资讯
02-22 11:33,"汇丰控股有一宗大手成交  涉资5,363.14万元",资讯,764,0,汇丰控股资讯
02-22 11:22,德银：下调汇控目标价至61港元 维持“持有,资讯,1848,1,汇丰控股资讯
02-22 11:09,"汇丰控股有一宗大手成交  涉资3,156.89万元",资讯,689,0,汇丰控股资讯
02-22 11:08,"汇丰控股有一宗大手成交  涉资2,451.19万元",资讯,712,1,汇丰控股资讯
02-22 11:01,里昂：汇控第四季业绩差过预期 目标价降至48港元,资讯,1188,0,汇丰控股资讯
02-22 10:11,美银美林：重申汇控“买入”评级 目标价69港元,资讯,962,0,汇丰控股资讯
02-22 09:59,美银美林对汇控续持买入评级 料加息利好目标价69元,资讯,968,0,汇丰控股资讯
02-22 09:55,"汇丰控股有一宗大手成交  涉资2,537.6万元",资讯,670,0,汇丰控股资讯
02-22 09:55,"汇丰控股开市前有一宗大手成交  涉资3,619.28万元",资讯,1383,1,汇丰控股资讯
02-22 09:12,汇控高管薪酬“瘦身”欧智华年薪降逾两成,资讯,4340,0,汇丰控股资讯
02-22 04:28,汇控去年税前盈利大幅下滑,资讯,1730,1,汇丰控股资讯
02-22 00:00,"4Q16 results: weaker revenues,capital,TN",研报,114,0,汇丰控股资讯
02-22 00:00,Resetting 2017...but rate sensitivity re,研报,101,0,汇丰控股资讯
02-22 00:00,4Q16 – disappointed. Potential upside p,研报,162,0,汇丰控股资讯
02-21 16:42,汇控绩差回购计划小 午后股价跌逾3%,资讯,2462,0,汇丰控股资讯
02-21 16:38,汇控遭高盛微降目标价 尾市重创5%,资讯,2468,0,汇丰控股资讯
